   X     Q^2    y  F2(Pb)EPS09/F2p Stheo    statEPS09   systEPS09    F2(Pb)DSSZ/F2p  S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 ---------------------------------------------------------------------------------------------------------------------------
0.0125   3.4  0.73 0.799393E+00 0.209576E-01 0.181680E-01 0.311452E-01 0.796815E+00 0.437599E-01 0.181094E-01 0.310447E-01
0.0175   4.5  0.70 0.862716E+00 0.135217E-01 0.151981E-01 0.178801E-01 0.855128E+00 0.363268E-01 0.150644E-01 0.177229E-01
0.0250   6.1  0.66 0.875862E+00 0.107859E-01 0.101309E-01 0.128939E-01 0.863560E+00 0.275807E-01 0.998860E-02 0.127128E-01
0.0350   8.1  0.63 0.921033E+00 0.131432E-01 0.103699E-01 0.131980E-01 0.904892E+00 0.230974E-01 0.101881E-01 0.129667E-01
0.0450  10.0  0.60 0.932684E+00 0.127952E-01 0.105442E-01 0.124613E-01 0.913396E+00 0.227346E-01 0.103262E-01 0.122037E-01
0.0550  11.8  0.58 0.963445E+00 0.117501E-01 0.106085E-01 0.135017E-01 0.942364E+00 0.243224E-01 0.103764E-01 0.132063E-01
0.0700  14.1  0.55 0.974368E+00 0.118042E-01 0.868248E-02 0.964720E-02 0.955660E+00 0.272036E-01 0.851578E-02 0.946198E-02
0.0900  17.1  0.52 0.934135E+00 0.119084E-01 0.857004E-02 0.104745E-01 0.925134E+00 0.289107E-01 0.848747E-02 0.103736E-01
0.1250  21.7  0.48 0.937067E+00 0.117073E-01 0.643717E-02 0.827636E-02 0.942432E+00 0.313175E-01 0.647402E-02 0.832373E-02
0.1750  27.8  0.43 0.872851E+00 0.112363E-01 0.787930E-02 0.875478E-02 0.881853E+00 0.290179E-01 0.796056E-02 0.884507E-02
0.2500  35.7  0.39 0.811061E+00 0.129693E-01 0.729226E-02 0.810251E-02 0.822360E+00 0.269218E-01 0.739385E-02 0.821538E-02
0.3500  45.4  0.35 0.729849E+00 0.968879E-02 0.103211E-01 0.110583E-01 0.747324E+00 0.256636E-01 0.105682E-01 0.113231E-01
0.4500  53.6  0.32 0.622709E+00 0.103672E-01 0.147149E-01 0.173904E-01 0.653666E+00 0.233111E-01 0.154464E-01 0.182549E-01
0.5500  60.3  0.30 0.590004E+00 0.124116E-01 0.248870E-01 0.267080E-01 0.622173E+00 0.266495E-01 0.262439E-01 0.281642E-01
0.7000  66.6  0.26 0.525361E+00 0.137693E-01 0.342982E-01 0.375647E-01 0.571085E+00 0.215784E-01 0.372833E-01 0.408340E-01
