   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.2500 8.193 0.257218E+00 0.455030E-02 0.266769E+00 0.429054E-02 0.254858E+00 0.370533E-02 0.260306E+00 0.799402E-02 0.263292E+00 0.443185E-02 0.261324E+00 0.714383E-02
0.250010.055 0.253531E+00 0.491886E-02 0.262804E+00 0.345665E-02 0.251251E+00 0.377429E-02 0.256123E+00 0.781399E-02 0.259172E+00 0.436459E-02 0.257378E+00 0.696957E-02
0.250012.409 0.249607E+00 0.508251E-02 0.258894E+00 0.371650E-02 0.247414E+00 0.422869E-02 0.252028E+00 0.764106E-02 0.255130E+00 0.429883E-02 0.253498E+00 0.680251E-02
0.250015.831 0.245357E+00 0.450875E-02 0.252390E+00 0.375240E-02 0.245353E+00 0.353495E-02 0.247507E+00 0.745017E-02 0.250659E+00 0.422599E-02 0.249212E+00 0.661796E-02
0.250020.197 0.241331E+00 0.419691E-02 0.248517E+00 0.342362E-02 0.241180E+00 0.313470E-02 0.243234E+00 0.727208E-02 0.246423E+00 0.415685E-02 0.245148E+00 0.644610E-02
0.250026.198 0.235716E+00 0.345533E-02 0.243668E+00 0.298968E-02 0.236317E+00 0.266116E-02 0.238939E+00 0.709625E-02 0.242155E+00 0.408689E-02 0.241046E+00 0.627698E-02
0.250034.935 0.231349E+00 0.388895E-02 0.239263E+00 0.312464E-02 0.232049E+00 0.307066E-02 0.234420E+00 0.691349E-02 0.237658E+00 0.401320E-02 0.236717E+00 0.610159E-02
0.250047.106 0.226756E+00 0.431174E-02 0.234886E+00 0.310875E-02 0.227527E+00 0.354143E-02 0.229924E+00 0.673562E-02 0.233178E+00 0.394030E-02 0.232396E+00 0.593156E-02
0.250060.096 0.222774E+00 0.419184E-02 0.231463E+00 0.293371E-02 0.223576E+00 0.379142E-02 0.226396E+00 0.659961E-02 0.229659E+00 0.388363E-02 0.228995E+00 0.580210E-02
0.350013.003 0.172057E+00 0.315884E-02 0.183694E+00 0.231992E-02 0.175541E+00 0.278619E-02 0.176645E+00 0.559572E-02 0.181965E+00 0.363002E-02 0.181934E+00 0.500317E-02
0.350015.874 0.167642E+00 0.308929E-02 0.179111E+00 0.221538E-02 0.171298E+00 0.272306E-02 0.172321E+00 0.543736E-02 0.177567E+00 0.355141E-02 0.177610E+00 0.486097E-02
0.350020.144 0.162639E+00 0.301254E-02 0.174002E+00 0.212604E-02 0.166475E+00 0.270461E-02 0.167505E+00 0.525893E-02 0.172664E+00 0.346279E-02 0.172785E+00 0.470076E-02
0.350026.435 0.157479E+00 0.292271E-02 0.168704E+00 0.209551E-02 0.161439E+00 0.267376E-02 0.162463E+00 0.507273E-02 0.167523E+00 0.336897E-02 0.167722E+00 0.453363E-02
0.350035.071 0.152506E+00 0.283376E-02 0.163490E+00 0.199549E-02 0.156641E+00 0.251905E-02 0.157568E+00 0.489375E-02 0.162527E+00 0.327746E-02 0.162798E+00 0.437356E-02
0.350047.306 0.147528E+00 0.277050E-02 0.158484E+00 0.199708E-02 0.151666E+00 0.254198E-02 0.152714E+00 0.471759E-02 0.157571E+00 0.318638E-02 0.157907E+00 0.421632E-02
0.350063.093 0.143071E+00 0.274358E-02 0.153796E+00 0.195269E-02 0.147373E+00 0.251523E-02 0.148342E+00 0.456028E-02 0.153103E+00 0.310399E-02 0.153493E+00 0.407621E-02
0.350080.481 0.139485E+00 0.271926E-02 0.150136E+00 0.193147E-02 0.143818E+00 0.251445E-02 0.144838E+00 0.443560E-02 0.149521E+00 0.303790E-02 0.149951E+00 0.396550E-02
0.450016.940 0.995939E-01 0.242422E-02 0.110735E+00 0.165485E-02 0.105181E+00 0.256156E-02 0.106208E+00 0.337330E-02 0.111087E+00 0.259359E-02 0.111811E+00 0.321126E-02
0.450020.343 0.965759E-01 0.236668E-02 0.107434E+00 0.159690E-02 0.102083E+00 0.253348E-02 0.103061E+00 0.325713E-02 0.107826E+00 0.252295E-02 0.108542E+00 0.310925E-02
0.450026.551 0.925393E-01 0.228382E-02 0.103020E+00 0.157704E-02 0.979596E-01 0.242690E-02 0.988838E-01 0.310428E-02 0.103494E+00 0.242951E-02 0.104196E+00 0.297352E-02
0.450035.236 0.885434E-01 0.220646E-02 0.987974E-01 0.150952E-02 0.937913E-01 0.233582E-02 0.948118E-01 0.295486E-02 0.992679E-01 0.233818E-02 0.999552E-01 0.284108E-02
0.450047.020 0.848266E-01 0.217108E-02 0.947099E-01 0.148807E-02 0.900147E-01 0.230269E-02 0.909745E-01 0.281961E-02 0.952839E-01 0.225156E-02 0.959570E-01 0.272007E-02
0.450064.154 0.811754E-01 0.210076E-02 0.907292E-01 0.147302E-02 0.862315E-01 0.222714E-02 0.871713E-01 0.268380E-02 0.913326E-01 0.216564E-02 0.919891E-01 0.259881E-02
0.450084.666 0.781508E-01 0.205131E-02 0.874207E-01 0.142771E-02 0.831076E-01 0.217391E-02 0.840244E-01 0.257227E-02 0.880617E-01 0.209431E-02 0.887032E-01 0.249909E-02
0.550021.418 0.490463E-01 0.161570E-02 0.567881E-01 0.113778E-02 0.533890E-01 0.187700E-02 0.528192E-01 0.239258E-02 0.564330E-01 0.192632E-02 0.578578E-01 0.210072E-02
0.550026.594 0.469572E-01 0.156095E-02 0.544212E-01 0.114213E-02 0.511289E-01 0.178916E-02 0.506161E-01 0.227591E-02 0.541039E-01 0.183740E-02 0.554360E-01 0.199721E-02
0.550035.268 0.444493E-01 0.146913E-02 0.515538E-01 0.105647E-02 0.484565E-01 0.170293E-02 0.480146E-01 0.210077E-02 0.513273E-01 0.171891E-02 0.525742E-01 0.186461E-02
0.550046.512 0.422491E-01 0.140249E-02 0.490212E-01 0.100194E-02 0.460786E-01 0.162631E-02 0.456759E-01 0.195804E-02 0.488378E-01 0.162081E-02 0.500030E-01 0.174906E-02
0.550063.786 0.399498E-01 0.134032E-02 0.464024E-01 0.969888E-03 0.435856E-01 0.154252E-02 0.432529E-01 0.181693E-02 0.462588E-01 0.152032E-02 0.473358E-01 0.163783E-02
0.550086.439 0.379351E-01 0.126895E-02 0.440915E-01 0.940499E-03 0.414194E-01 0.146847E-02 0.411335E-01 0.169546E-02 0.440019E-01 0.143443E-02 0.450029E-01 0.154139E-02
0.650027.299 0.198674E-01 0.748004E-03 0.237338E-01 0.556278E-03 0.219806E-01 0.911060E-03 0.225512E-01 0.493701E-03 0.244503E-01 0.808550E-03 0.242187E-01 0.832050E-03
0.650035.027 0.187429E-01 0.702654E-03 0.224018E-01 0.524715E-03 0.207355E-01 0.852295E-03 0.212797E-01 0.460566E-03 0.230813E-01 0.767112E-03 0.228489E-01 0.787871E-03
0.650047.008 0.175618E-01 0.663505E-03 0.210000E-01 0.495196E-03 0.194078E-01 0.808226E-03 0.199215E-01 0.426070E-03 0.216185E-01 0.722244E-03 0.213857E-01 0.740514E-03
