   X     Q^2    y  F2(Pb)EPS09 S(F2(Pb)EPS09) statEPS09   systEPS09    F2(Pb)DSSZ   S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 -----------------------------------------------------------------------------------------------------------------------
0.0125   3.4  0.73 0.328990E+00 0.855545E-02 0.170231E-01 0.185034E-01 0.339512E+00 0.344281E-02 0.175675E-01 0.190952E-01
0.0175   4.5  0.69 0.353101E+00 0.589814E-02 0.118851E-01 0.115017E-01 0.359782E+00 0.292428E-02 0.121099E-01 0.117193E-01
0.0250   6.1  0.66 0.369163E+00 0.447464E-02 0.708415E-02 0.669058E-02 0.372015E+00 0.229755E-02 0.713887E-02 0.674227E-02
0.0350   8.0  0.62 0.383814E+00 0.428030E-02 0.638361E-02 0.478771E-02 0.382522E+00 0.188724E-02 0.636212E-02 0.477159E-02
0.0450   9.8  0.59 0.392439E+00 0.405946E-02 0.679375E-02 0.479559E-02 0.388781E+00 0.203897E-02 0.673042E-02 0.475089E-02
0.0550  11.6  0.57 0.402854E+00 0.392197E-02 0.675397E-02 0.437022E-02 0.397833E+00 0.242569E-02 0.666979E-02 0.431575E-02
0.0700  13.9  0.54 0.399865E+00 0.416430E-02 0.505666E-02 0.427872E-02 0.394745E+00 0.307767E-02 0.499192E-02 0.422393E-02
0.0900  16.9  0.51 0.378316E+00 0.399175E-02 0.524398E-02 0.374570E-02 0.374568E+00 0.368527E-02 0.519203E-02 0.370860E-02
0.1250  21.4  0.47 0.350322E+00 0.339775E-02 0.380034E-02 0.276388E-02 0.348627E+00 0.431791E-02 0.378195E-02 0.275051E-02
0.1750  27.5  0.43 0.308904E+00 0.294274E-02 0.393316E-02 0.302551E-02 0.307765E+00 0.444139E-02 0.391865E-02 0.301435E-02
0.2500  35.5  0.39 0.238068E+00 0.311765E-02 0.286829E-02 0.239024E-02 0.236463E+00 0.399316E-02 0.284895E-02 0.237413E-02
0.3500  45.3  0.35 0.154912E+00 0.194846E-02 0.334343E-02 0.238817E-02 0.153994E+00 0.311284E-02 0.332361E-02 0.237400E-02
0.4500  53.6  0.32 0.902289E-01 0.145755E-02 0.334870E-02 0.223247E-02 0.907731E-01 0.214812E-02 0.336890E-02 0.224593E-02
0.5500  60.0  0.30 0.419200E-01 0.870820E-03 0.267275E-02 0.192251E-02 0.417856E-01 0.137575E-02 0.266419E-02 0.191634E-02
0.7000  66.1  0.26 0.935732E-02 0.236560E-03 0.797105E-03 0.101660E-02 0.964144E-02 0.362804E-03 0.821308E-03 0.104747E-02
